Step,Accuracy,Loss
512,9.9609375,0.32506227493286133
1024,11.1328125,0.3245101273059845
1536,15.0390625,0.3247213661670685
2048,14.0625,0.32418301701545715
2560,14.453125,0.32370251417160034
3072,14.0625,0.32391637563705444
3584,9.1796875,0.3242674171924591
4096,10.9375,0.32341545820236206
4608,12.3046875,0.32369810342788696
5120,12.6953125,0.3235885500907898
5632,13.671875,0.32260099053382874
6144,13.8671875,0.32173487544059753
6656,8.59375,0.323377788066864
7168,10.546875,0.32245251536369324
7680,16.40625,0.32228901982307434
8192,19.3359375,0.3210754990577698
8704,26.3671875,0.31965941190719604
9216,25.78125,0.31942683458328247
9728,22.65625,0.31978848576545715
10240,20.8984375,0.31910377740859985
10752,22.0703125,0.3190297782421112
11264,25.390625,0.31722065806388855
11776,21.6796875,0.315395325422287
12288,23.046875,0.3151787221431732
12800,24.8046875,0.3131965100765228
13312,23.2421875,0.31321337819099426
13824,25.0,0.31027746200561523
14336,29.1015625,0.3095695376396179
14848,25.0,0.30850982666015625
15360,30.2734375,0.3062567412853241
15872,29.8828125,0.30341053009033203
16384,29.1015625,0.3052639961242676
16896,30.859375,0.29794734716415405
17408,32.2265625,0.29815858602523804
17920,31.25,0.2991160750389099
18432,30.859375,0.296769917011261
18944,32.2265625,0.2940036654472351
19456,28.515625,0.29589706659317017
19968,30.6640625,0.29229456186294556
20480,34.9609375,0.28851205110549927
20992,33.984375,0.2938186526298523
21504,33.203125,0.28958719968795776
22016,33.59375,0.2861711084842682
22528,40.0390625,0.2784709930419922
23040,36.9140625,0.28531762957572937
23552,37.5,0.27916043996810913
24064,39.2578125,0.27623194456100464
24576,38.671875,0.28070515394210815
25088,41.2109375,0.2747237980365753
25600,41.9921875,0.27143120765686035
26112,40.8203125,0.2686314880847931
26624,38.8671875,0.26870638132095337
27136,46.09375,0.26111915707588196
27648,40.234375,0.2671930491924286
28160,42.96875,0.2616226375102997
28672,44.921875,0.2619068920612335
29184,43.1640625,0.27248334884643555
29696,43.9453125,0.26082876324653625
30208,43.5546875,0.26003319025039673
30720,42.7734375,0.26235276460647583
31232,40.8203125,0.2624426484107971
31744,43.1640625,0.25827595591545105
32256,45.5078125,0.25329822301864624
32768,44.53125,0.2575357258319855
33280,47.4609375,0.24573403596878052
33792,44.7265625,0.25319933891296387
34304,41.6015625,0.25325387716293335
