Data,Loss,Accuracy,Test Loss,Test Accuracy
0,2.302154541015625,0.091796875,2.301947832107544,0.091796875
51200,2.3015477657318115,0.09911151975393295,2.3024256229400635,0.09911635518074036
102400,2.2636706829071045,0.10650785267353058,2.262899398803711,0.10679955780506134
153600,2.165940761566162,0.1247430071234703,2.20711612701416,0.12485911697149277
204800,2.148393154144287,0.13782793283462524,2.139559268951416,0.13789254426956177
256000,2.145103931427002,0.1467970311641693,2.1440486907958984,0.14682337641716003
307200,2.1235783100128174,0.15425826609134674,2.1101882457733154,0.15432900190353394
358400,2.084244966506958,0.15993279218673706,2.072235584259033,0.15998545289039612
409600,2.0321455001831055,0.1651199460029602,2.0541701316833496,0.16516926884651184
460800,1.9847031831741333,0.16965144872665405,2.0395047664642334,0.16969890892505646
512000,2.012397527694702,0.1738184690475464,1.9991048574447632,0.17385321855545044
563200,1.9861438274383545,0.17825427651405334,2.0331647396087646,0.17830294370651245
614400,1.9601247310638428,0.18262603878974915,1.9678210020065308,0.18265579640865326
665600,1.9881033897399902,0.18714921176433563,1.989872932434082,0.18719254434108734
716800,1.9824798107147217,0.1911260485649109,1.9827829599380493,0.19114142656326294
768000,1.9271193742752075,0.1949698030948639,1.9278968572616577,0.1950112283229828
819200,1.9414652585983276,0.19835270941257477,1.9229835271835327,0.1983882486820221
870400,1.8882932662963867,0.20165163278579712,1.9174151420593262,0.20170247554779053
921600,1.9262112379074097,0.20497289299964905,1.9041506052017212,0.20501695573329926
972800,1.909101963043213,0.20822855830192566,1.9909623861312866,0.20826351642608643
1024000,1.958509922027588,0.21136948466300964,1.867630958557129,0.21139535307884216
1075200,1.869297981262207,0.21454185247421265,1.9126472473144531,0.2145659178495407
1126400,1.8941471576690674,0.2176693230867386,1.8597211837768555,0.2176935225725174
1177600,1.8613958358764648,0.22061067819595337,1.8131811618804932,0.22065439820289612
1228800,1.8929026126861572,0.22363080084323883,1.7861782312393188,0.22367547452449799
1280000,1.9065114259719849,0.2268037348985672,1.884129524230957,0.226816788315773
1331200,1.801000952720642,0.22990667819976807,1.869990587234497,0.22994181513786316
1382400,1.7649362087249756,0.2329910546541214,1.8351507186889648,0.23303307592868805
1433600,1.7812200784683228,0.23613756895065308,1.8502544164657593,0.23616386950016022
1484800,1.806435227394104,0.2391958236694336,1.7871873378753662,0.23922882974147797
1536000,1.7375428676605225,0.2422596663236618,1.846105694770813,0.24228927493095398
1587200,1.7803456783294678,0.2453005313873291,1.7296028137207031,0.2453344464302063
1638400,1.755538821220398,0.24833261966705322,1.78042733669281,0.24836333096027374
1689600,1.7489302158355713,0.2513848841190338,1.7881826162338257,0.25140905380249023
1740800,1.7204493284225464,0.25438955426216125,1.8537436723709106,0.2544024884700775
1792000,1.8329700231552124,0.2573082149028778,1.6735498905181885,0.2573486566543579
1843200,1.7530345916748047,0.26035043597221375,1.8052181005477905,0.260370135307312
1894400,1.7488417625427246,0.2632564902305603,1.7561942338943481,0.26328742504119873
1945600,1.747739315032959,0.265950083732605,1.6907516717910767,0.26597797870635986
1996800,1.7587083578109741,0.26866474747657776,1.7095597982406616,0.2686951756477356
2048000,1.710127353668213,0.2713896334171295,1.712605595588684,0.2714157700538635
2099200,1.70655357837677,0.2741212248802185,1.8347891569137573,0.27413520216941833
2150400,1.708532691001892,0.2767780125141144,1.6466937065124512,0.27680668234825134
2201600,1.6870595216751099,0.2794511020183563,1.6276829242706299,0.2794775664806366
2252800,1.649440884590149,0.2821788787841797,1.6711459159851074,0.282208114862442
2304000,1.6161171197891235,0.28482457995414734,1.7209891080856323,0.284848690032959
2355200,1.670059084892273,0.2874111533164978,1.681545376777649,0.2874371409416199
2406400,1.6281646490097046,0.2900283634662628,1.7071346044540405,0.29004380106925964
2457600,1.718320369720459,0.2925442159175873,1.6576447486877441,0.2925664484500885
2508800,1.5581923723220825,0.2951100766658783,1.6323119401931763,0.2951356768608093
2560000,1.614928960800171,0.2975706458091736,1.6508232355117798,0.29759716987609863
2611200,1.6748062372207642,0.30015307664871216,1.6011637449264526,0.30017784237861633
2662400,1.5889711380004883,0.30261093378067017,1.5068048238754272,0.3026432991027832
2713600,1.5788520574569702,0.3050782084465027,1.5558061599731445,0.3051021993160248
2764800,1.6024081707000732,0.3075135350227356,1.5357173681259155,0.30754345655441284
2816000,1.566325306892395,0.30990639328956604,1.5853301286697388,0.30992934107780457
2867200,1.5332634449005127,0.31221550703048706,1.5366480350494385,0.3122404217720032
2918400,1.5364874601364136,0.31457728147506714,1.5085703134536743,0.31460335850715637
2969600,1.5430570840835571,0.3169652819633484,1.5779719352722168,0.31698352098464966
3020800,1.5826516151428223,0.3193542957305908,1.5707534551620483,0.3193737864494324
3072000,1.5632179975509644,0.3216875195503235,1.5901525020599365,0.32170340418815613
3123200,1.5325593948364258,0.32385900616645813,1.5337183475494385,0.3238815665245056
3174400,1.534538984298706,0.3260723948478699,1.4757399559020996,0.32609423995018005
3225600,1.522672414779663,0.3282618820667267,1.461169958114624,0.32828640937805176
3276800,1.527896523475647,0.33046814799308777,1.5482735633850098,0.3304837942123413
3328000,1.47410249710083,0.3326103985309601,1.462937831878662,0.3326376676559448
3379200,1.463455319404602,0.33475661277770996,1.5095288753509521,0.3347778618335724
3430400,1.6078267097473145,0.3368404805660248,1.5591545104980469,0.33685505390167236
3481600,1.4819464683532715,0.33889463543891907,1.5301027297973633,0.33890897035598755
3532800,1.5247085094451904,0.3409295976161957,1.5117260217666626,0.3409496247768402
3584000,1.512862205505371,0.34300532937049866,1.5329564809799194,0.3430239260196686
3635200,1.425911545753479,0.34495314955711365,1.5454214811325073,0.34496983885765076
3686400,1.4617445468902588,0.34689652919769287,1.546067476272583,0.3469124734401703
3737600,1.444947361946106,0.3488219380378723,1.4395771026611328,0.34883952140808105
3788800,1.4055033922195435,0.3507462441921234,1.571388840675354,0.35075992345809937
3840000,1.4458589553833008,0.35266178846359253,1.5258278846740723,0.3526745140552521
3891200,1.4744210243225098,0.35456252098083496,1.3930635452270508,0.354584276676178
3942400,1.38168203830719,0.3564038872718811,1.4424142837524414,0.3564200699329376
3993600,1.4769960641860962,0.3581816554069519,1.4726824760437012,0.3581954538822174
4044800,1.382387399673462,0.3600098788738251,1.422644019126892,0.3600313365459442
4096000,1.4413325786590576,0.36184173822402954,1.4126131534576416,0.361855685710907
4147200,1.418389081954956,0.3635784387588501,1.3646129369735718,0.36359703540802
4198400,1.384007453918457,0.36529144644737244,1.3894226551055908,0.3653121888637543
4249600,1.3775243759155273,0.3669813275337219,1.4137728214263916,0.36699581146240234
4300800,1.3404664993286133,0.3686521649360657,1.3380740880966187,0.3686720132827759
4352000,1.3661365509033203,0.37030529975891113,1.346455693244934,0.3703254163265228
4403200,1.3740562200546265,0.3719622790813446,1.3827738761901855,0.3719763457775116
4454400,1.4353203773498535,0.37351760268211365,1.4771734476089478,0.3735319972038269
4505600,1.336141586303711,0.3751305043697357,1.4108177423477173,0.37514567375183105
4556800,1.367906093597412,0.37674999237060547,1.45115065574646,0.3767617344856262
4608000,1.4220175743103027,0.37829115986824036,1.3790397644042969,0.3783075511455536
4659200,1.3900654315948486,0.3798479735851288,1.3323123455047607,0.3798650801181793
4710400,1.3249878883361816,0.3813648521900177,1.3876988887786865,0.3813788592815399
4761600,1.3991239070892334,0.3828694820404053,1.402679443359375,0.3828813135623932
4812800,1.3609479665756226,0.3843848705291748,1.3028647899627686,0.3844015598297119
4864000,1.4318392276763916,0.38583722710609436,1.402851939201355,0.3858470916748047
4915200,1.365562081336975,0.3872641921043396,1.3807783126831055,0.3872748017311096
4966400,1.3432010412216187,0.388678640127182,1.375093698501587,0.3886912167072296
5017600,1.3126542568206787,0.3900946378707886,1.3486943244934082,0.39010870456695557
5068800,1.359532356262207,0.39150840044021606,1.4230097532272339,0.39151886105537415
5120000,1.3389972448349,0.39287126064300537,1.4412556886672974,0.3928808867931366
5171200,1.264075517654419,0.39415794610977173,1.500313639640808,0.39416658878326416
5222400,1.460605263710022,0.3955344557762146,1.3519748449325562,0.39554741978645325
5273600,1.346889615058899,0.3968639671802521,1.4626340866088867,0.39687442779541016
5324800,1.313321828842163,0.3981941342353821,1.4255932569503784,0.39820587635040283
5376000,1.3479247093200684,0.39953890442848206,1.375944972038269,0.3995516896247864
5427200,1.2538259029388428,0.4008648991584778,1.3644587993621826,0.4008781909942627
5478400,1.3603463172912598,0.4021621346473694,1.4082120656967163,0.4021717309951782
5529600,1.2878398895263672,0.4034428596496582,1.3481299877166748,0.4034540355205536
5580800,1.3589346408843994,0.4046986699104309,1.2688775062561035,0.4047137200832367
5632000,1.320674180984497,0.405963659286499,1.3507282733917236,0.4059757888317108
5683200,1.3045909404754639,0.40720653533935547,1.342218279838562,0.40721601247787476
5734400,1.3088173866271973,0.40845051407814026,1.419148325920105,0.40845879912376404
5785600,1.2912312746047974,0.40965694189071655,1.3689528703689575,0.4096684455871582
5836800,1.254300832748413,0.41083353757858276,1.3618015050888062,0.4108419418334961
5888000,1.2204031944274902,0.41206127405166626,1.3830748796463013,0.4120718836784363
5939200,1.2784671783447266,0.41319769620895386,1.3636468648910522,0.4132077693939209
5990400,1.2124760150909424,0.4143657684326172,1.350114107131958,0.4143751561641693
6041600,1.297370195388794,0.4155413806438446,1.3256709575653076,0.4155516028404236
6092800,1.2595092058181763,0.41667208075523376,1.267345905303955,0.4166845381259918
6144000,1.2351151704788208,0.41779667139053345,1.2814230918884277,0.4178065061569214
6195200,1.278416395187378,0.4188825190067291,1.2712154388427734,0.41889283061027527
6246400,1.2767765522003174,0.42000240087509155,1.2559059858322144,0.4200145900249481
6297600,1.2427541017532349,0.4211202561855316,1.3015196323394775,0.42113053798675537
6348800,1.372719168663025,0.42219778895378113,1.3327077627182007,0.4222060441970825
6400000,1.300702691078186,0.42329445481300354,1.2408918142318726,0.42330360412597656
6451200,1.291218638420105,0.4243663251399994,1.3458412885665894,0.4243753254413605
6502400,1.2510730028152466,0.42544978857040405,1.2830626964569092,0.4254581928253174
6553600,1.212741732597351,0.42650333046913147,1.3912582397460938,0.4265100955963135
6604800,1.2820875644683838,0.42752331495285034,1.3615014553070068,0.42753157019615173
6656000,1.1982860565185547,0.428521066904068,1.3122495412826538,0.4285300672054291
6707200,1.3656865358352661,0.42953649163246155,1.27901291847229,0.4295461177825928
